field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph;
16.13.17.031.00;Татарстан;пашня;3;2023;Эспарцет 1 г.ж.корм;Оз.пшеница мягкая;1;34,21;;РСт;Свои;классическая с плугом;1,53;0,00;0,00;0,00;0,00;
16.13.17.032.00;Татарстан;пашня;3;2023;Чечевица;Эспарцет пр.лет корм;;24,66;Рэдкот;РСт;Свои;классическая с плугом;1,89;283,80;209,00;7,15;7,37;
16.13.17.033.00;Татарстан;пашня;;2023;Эспарцет 1 г.ж.корм;Чечевица;1;294,79;Песчаный 1251;РСт;Свои;минимальная;1,53;309,39;225,72;7,87;6,64;
16.13.17.034.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;21,02;Песчаный 1251;РСт;Свои;минимальная;1,53;44,00;148,50;8,69;5,50;
16.13.17.035.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;46,64;Песчаный 1251;РСт;Свои;минимальная;1,53;48,40;156,75;8,69;5,55;
16.13.17.036.00;Татарстан;пашня;3;2023;Эспарцет 1 г.ж.корм;Оз.пшеница мягкая;1;29,79;Песчаный 1251;РСт;Свои;минимальная;1,53;0,00;0,00;0,00;0,00;
16.13.17.037.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;28,95;Песчаный 1251;РСт;Свои;минимальная;1,53;56,65;151,80;8,20;5,83;
16.13.17.038.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;22,41;Песчаный 1251;РСт;Свои;минимальная;1,53;70,40;144,10;8,69;6,05;
16.13.17.039.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;52,83;Песчаный 1251;РСт;Свои;минимальная;1,53;65,73;140,80;8,20;6,13;
16.13.17.040.00;Татарстан;пашня;3;2023;Эспарцет 1 г.ж.корм;Оз.пшеница мягкая;1;16,13;Песчаный 1251;РСт;Свои;минимальная;1,53;0,00;0,00;0,00;0,00;
16.13.17.041.00;Татарстан;пашня;5;2023;Эспарцет 1 г.ж.корм;Чечевица;1;18,31;Песчаный 1251;РСт;Свои;минимальная;1,53;52,80;101,20;7,70;6,05;
16.13.17.042.00;Татарстан;пашня;;2023;Пар;;;25,40;;;;;;0,00;0,00;0,00;0,00;
16.13.18.001.00;Татарстан;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;22,65;П 7043;F1;Покупные;классическая с плугом;4,68;71,50;152,90;7,48;7,70;
16.13.18.002.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;27,58;Вакула;РС-1;Свои;минимальная;3,57;56,10;181,50;9,13;7,70;
16.13.18.003.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;5,58;Вакула;РС-1;Свои;минимальная;3,57;141,90;102,30;7,70;7,70;
16.13.18.004.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;17,10;Вакула;РС-1;Свои;минимальная;3,57;135,30;105,60;7,70;7,70;
16.13.18.005.01;Татарстан;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;57,03;П 7043;F1;Покупные;классическая с плугом;4,68;108,49;233,31;7,81;6,95;
16.13.18.005.02;Татарстан;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;26,44;П 7043;F1;Покупные;классическая с плугом;4,68;108,49;233,31;7,81;6,95;
16.13.18.006.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;83,09;Вакула;РС-1;Свои;минимальная;3,57;150,98;102,30;7,92;7,70;
16.13.18.007.00;Татарстан;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;33,49;П 7043;F1;Покупные;классическая с плугом;4,68;106,70;220,00;7,70;7,70;
16.13.18.008.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;94,88;Вакула;РС-1;Свои;минимальная;3,57;172,99;181,87;6,93;7,55;
16.13.18.009.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;26,02;Вакула;РС-1;Свои;минимальная;3,57;168,30;129,80;7,59;6,93;
16.13.18.010.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;14,77;Вакула;РС-1;Свои;минимальная;3,57;163,90;144,10;7,04;6,82;
16.13.18.011.00;Татарстан;пашня;3;2023;Кукуруза силос;Пар;;39,63;Каскад 166;F1;Покупные;классическая с плугом;4,68;105,33;161,24;7,20;7,30;
16.13.18.012.00;Татарстан;пашня;3;2023;Кукуруза силос;Пар;;118,93;Каскад 166;F1;Покупные;классическая с плугом;4,68;81,58;200,20;7,55;6,96;
16.13.18.013.00;Татарстан;пашня;3;2023;Строительство;Строительство;;111,55;;;;;;136,35;207,88;7,81;7,34;
16.13.18.014.00;Татарстан;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;76,63;П 7043;F1;Покупные;классическая с плугом;4,68;146,30;187,52;7,81;7,51;
16.13.18.015.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;60,24;Вакула;РС-1;Свои;минимальная;3,57;169,77;153,63;6,93;7,77;
16.13.18.016.00;Татарстан;пашня;3;2023;Строительство;Строительство;;42,29;;;;;;154,28;202,81;7,81;7,58;
16.13.18.017.00;Татарстан;пашня;3;2023;Кукуруза силос;Пар;;52,12;Каскад 166;F1;Покупные;классическая с плугом;4,68;89,10;199,65;5,83;7,20;
16.13.18.018.00;Татарстан;пашня;3;2023;Пар;Пар;;3,04;;;;;;128,70;273,90;6,93;7,59;
16.13.18.019.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;21,27;Паустиан;РС-2;Свои;минимальная;3,57;128,70;273,90;6,93;7,59;
16.13.18.020.01;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;21,52;Паустиан;РС-2;Свои;классическая с плугом;3,57;157,85;271,15;7,70;6,71;
16.13.18.020.02;Татарстан;пашня;3;2023;Не используется, чужая земля;Не используется, чужая земля;;18,60;;;;;;157,85;271,15;7,70;6,71;
16.13.18.020.03;Татарстан;пашня;3;2023;Не используется, чужая земля;Не используется, чужая земля;;12,40;;;;;;157,85;271,15;7,70;6,71;
16.13.18.020.04;Татарстан;пашня;3;2023;Загон;Не используется;;8,38;;;;;;157,85;271,15;7,70;6,71;
16.13.18.021.00;Татарстан;пашня;3;2023;Кукуруза силос;Кукуруза силос;;51,03;П 7043;F1;Покупные;минимальная;4,68;116,60;134,20;5,83;7,59;
16.13.18.022.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;33,68;Вакула;РС-1;Свои;минимальная;3,57;353,10;276,10;8,80;7,59;
16.13.18.023.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;12,38;Вакула;РС-1;Свои;минимальная;3,57;172,70;140,80;7,15;7,81;
16.13.18.024.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;26,23;Вакула;РС-1;Свои;минимальная;3,57;52,80;181,50;7,15;7,37;
16.13.18.025.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;37,74;Паустиан;РС-1;Свои;минимальная;3,57;156,75;275,55;6,82;6,82;
16.13.18.026.00;Татарстан;пашня;3;2023;Кукуруза силос;Кукуруза силос;;103,91;П 7043;F1;Покупные;минимальная;4,68;123,42;136,51;5,67;7,57;
16.13.18.027.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;101,19;Паустиан;РС-1;Покупные;минимальная;3,57;126,72;167,42;7,15;5,98;
16.13.18.028.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;35,86;Вакула;РС-1;Покупные;минимальная;3,57;70,95;165,00;8,03;7,70;
16.13.18.029.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;53,34;Вакула;РС-1;Свои;минимальная;3,57;117,70;276,10;7,48;7,88;
16.13.18.030.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;40,01;Вакула;РС-1;Свои;минимальная;3,57;256,30;276,10;7,48;7,59;
16.13.18.031.00;Татарстан;пашня;3;2023;Яр.ячмень;Подсолнечник;;25,00;Вакула;РС-1;Свои;минимальная;3,57;257,40;195,80;6,71;7,26;
16.13.18.032.00;Татарстан;пашня;3;2023;Яр.ячмень;Подсолнечник;;28,18;Вакула;РС-1;Свои;минимальная;3,57;215,60;162,80;6,71;7,15;
16.13.18.033.00;Татарстан;пашня;3;2023;Кукуруза силос;Подсолнечник;;7,88;Каскад 166;F1;Покупные;минимальная;4,68;202,40;159,50;7,37;7,15;
16.13.18.034.00;Татарстан;пашня;3;2023;Кукуруза силос;Подсолнечник;;31,99;Каскад 166;F1;Покупные;нулевая с прямым посевом;4,68;202,40;159,50;7,37;7,15;
16.13.18.035.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;42,89;Паустиан;РС-2;Свои;минимальная;3,57;72,05;194,15;7,04;7,65;
16.13.18.036.00;Татарстан;пашня;3;2023;Не используется, чужая земля;Пар;;24,67;;;;;;52,80;115,50;5,50;6,16;
16.13.18.037.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;3,64;Паустиан;РС-1;Покупные;минимальная;3,57;157,30;276,10;7,37;7,81;
16.13.18.038.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;24,50;Паустиан;РС-1;Покупные;минимальная;3,57;157,30;276,10;7,37;7,81;
16.13.18.039.00;Татарстан;пашня;3;2023;Яр.ячмень;Кукуруза силос;;38,84;Паустиан;РС-1;Покупные;минимальная;3,57;164,45;276,10;7,81;6,88;
16.13.18.040.00;Татарстан;пашня;3;2023;Пар;Кукуруза силос;;24,48;;;;минимальная;;90,48;227,15;6,71;7,75;
16.13.18.041.00;Татарстан;пашня;3;2023;Пар;Кукуруза силос;;47,02;;;;минимальная;;90,48;227,15;6,71;7,75;
16.13.18.042.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;7,31;Сарга;РС-1;Покупные;минимальная;3,40;105,60;276,10;6,60;7,70;
16.13.18.043.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;3,43;Сарга;РС-1;Покупные;минимальная;3,40;105,60;276,10;6,60;7,70;
16.13.18.044.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;3,73;Сарга;РС-1;Покупные;минимальная;3,40;105,60;276,10;6,60;7,70;
16.13.18.045.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;2,88;Сарга;РС-1;Покупные;минимальная;3,40;105,60;276,10;6,60;7,70;
16.13.18.046.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;12,02;Сарга;РС-1;Покупные;минимальная;3,40;105,60;276,10;6,60;7,70;
16.13.18.047.00;Татарстан;пашня;3;2023;Кукуруза силос;Кукуруза силос;;99,11;П 7043;F1;Покупные;минимальная;4,68;299,42;236,50;5,94;7,72;
16.13.18.048.00;Татарстан;пашня;3;2023;Кукуруза силос;Кукуруза силос;;180,04;П 7043;F1;Покупные;классическая с плугом;4,68;90,93;240,53;8,20;7,61;
16.13.18.049.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;5,90;Сарга;РС-1;Покупные;минимальная;3,40;75,90;210,10;7,70;7,81;
16.13.18.050.00;Татарстан;пашня;3;2023;Люцерна 1 г.ж.корм;Кукуруза силос;1;28,39;Уралочка;РС-1;Свои;минимальная;1,02;148,50;276,10;6,71;7,70;
16.13.18.051.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;24,46;Сарга;РС-1;Покупные;минимальная;3,40;69,30;154,00;7,81;7,81;
16.13.18.052.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;29,47;Сарга;РС-1;Покупные;минимальная;3,40;66,00;154,00;6,49;7,81;
16.13.18.053.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;21,78;Сарга;РС-1;Покупные;минимальная;3,40;56,93;108,35;6,77;7,73;
16.13.18.054.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;47,71;Сарга;РС-1;Покупные;минимальная;3,40;56,93;108,35;6,77;7,73;
16.13.18.055.00;Татарстан;пашня;3;2023;Пар;Люцерна пр.лет корм;;43,36;;;;;;87,45;202,40;6,71;7,70;
16.13.18.056.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;158,73;Сарга;РС-1;;;3,40;99,69;176,69;7,37;7,43;
16.13.18.057.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;143,33;;;;;3,40;67,73;202,56;5,61;7,78;
16.13.18.058.00;Татарстан;пашня;3;2023;Люц.+кострец пр.лет корм;Люц.+кострец пр.лет корм;5;15,64;;;;;3,40;90,20;136,40;7,70;6,38;
16.13.18.059.00;Татарстан;пашня;3;2023;Люц.+кострец пр.лет корм;Люц.+кострец пр.лет корм;5;119,78;;;;;3,40;106,61;148,82;7,20;6,58;
16.13.18.060.00;Татарстан;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;70,66;;;;;3,40;145,20;179,30;6,55;5,98;
